natural_language,sql,mongodb,operation
"Insert a new employee with employee_id as 7955, name as Rachel Maldonado, email as larsenpaul@example.org","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (7955, 'Rachel Maldonado', 'larsenpaul@example.org', 'Finance', 44304.94, '2022-09-19', 5541);","db.employees.insertOne({
  ""employee_id"": 7955,
  ""name"": ""Rachel Maldonado"",
  ""email"": ""larsenpaul@example.org"",
  ""department"": ""Finance"",
  ""salary"": 44304.94,
  ""hire_date"": ""2022-09-19"",
  ""age"": 5541
})",CREATE
Delete all products,DELETE FROM products;,db.products.deleteMany({}),DELETE
"Insert a new department with department_id as 4479, department_name as Natalie Bender, manager_id as 155","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (4479, 'Natalie Bender', 155, 74940.52, 'Robertbury');","db.departments.insertOne({
  ""department_id"": 4479,
  ""department_name"": ""Natalie Bender"",
  ""manager_id"": 155,
  ""budget"": 74940.52,
  ""location"": ""Robertbury""
})",CREATE
"Insert a new employee with employee_id as 7978, name as Robert Woods, email as shannon76@example.com","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (7978, 'Robert Woods', 'shannon76@example.com', 'HR', 33416.36, '2023-06-11', 1775);","db.employees.insertOne({
  ""employee_id"": 7978,
  ""name"": ""Robert Woods"",
  ""email"": ""shannon76@example.com"",
  ""department"": ""HR"",
  ""salary"": 33416.36,
  ""hire_date"": ""2023-06-11"",
  ""age"": 1775
})",CREATE
"Remove products where supplier is Collins, Hernandez and Brown","DELETE FROM products WHERE supplier = 'Collins, Hernandez and Brown';","db.products.deleteMany({supplier: 'Collins, Hernandez and Brown'})",DELETE
Increase quantity by 4131 in orders where quantity equals 7160,UPDATE orders SET quantity = quantity + 4131 WHERE quantity = '7160';,"db.orders.updateMany({quantity: '7160'}, {$inc: {quantity: 4131}})",UPDATE
Get top 9 orders ordered by order_id,SELECT * FROM orders ORDER BY order_id DESC LIMIT 9;,db.orders.find({}).sort({order_id: -1}).limit(9),READ
Change manager_id to 5557 for all departments,UPDATE departments SET manager_id = '5557';,"db.departments.updateMany({}, {$set: {manager_id: '5557'}})",UPDATE
Count all employees,SELECT COUNT(*) FROM employees;,db.employees.countDocuments({}),READ
"Insert a new product with product_id as 45, product_name as Amy Anderson, category as Office Supplies","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (45, 'Amy Anderson', 'Office Supplies', 59023.14, 975, 'Harris LLC');","db.products.insertOne({
  ""product_id"": 45,
  ""product_name"": ""Amy Anderson"",
  ""category"": ""Office Supplies"",
  ""price"": 59023.14,
  ""stock_quantity"": 975,
  ""supplier"": ""Harris LLC""
})",CREATE
Find departments where location is New Michele,SELECT * FROM departments WHERE location = 'New Michele';,db.departments.find({location: 'New Michele'}),READ
Change budget to 19997.14 for all projects,UPDATE projects SET budget = '19997.14';,"db.projects.updateMany({}, {$set: {budget: '19997.14'}})",UPDATE
"Insert a new project with project_id as 9464, project_name as Thomas Ayala, start_date as 2023-08-30","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (9464, 'Thomas Ayala', '2023-08-30', '2021-04-30', 92769.88, 'Cancelled');","db.projects.insertOne({
  ""project_id"": 9464,
  ""project_name"": ""Thomas Ayala"",
  ""start_date"": ""2023-08-30"",
  ""end_date"": ""2021-04-30"",
  ""budget"": 92769.88,
  ""status"": ""Cancelled""
})",CREATE
"Insert a new employee with employee_id as 9390, name as Cindy Murray, email as rebecca08@example.net","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (9390, 'Cindy Murray', 'rebecca08@example.net', 'HR', 72460.39, '2023-10-15', 7523);","db.employees.insertOne({
  ""employee_id"": 9390,
  ""name"": ""Cindy Murray"",
  ""email"": ""rebecca08@example.net"",
  ""department"": ""HR"",
  ""salary"": 72460.39,
  ""hire_date"": ""2023-10-15"",
  ""age"": 7523
})",CREATE
"Insert a new employee with employee_id as 6951, name as Anthony Bowen, email as mmoreno@example.com","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (6951, 'Anthony Bowen', 'mmoreno@example.com', 'Engineering', 57575.36, '2021-08-05', 2232);","db.employees.insertOne({
  ""employee_id"": 6951,
  ""name"": ""Anthony Bowen"",
  ""email"": ""mmoreno@example.com"",
  ""department"": ""Engineering"",
  ""salary"": 57575.36,
  ""hire_date"": ""2021-08-05"",
  ""age"": 2232
})",CREATE
Find projects where status contains set,SELECT * FROM projects WHERE status LIKE '%set%';,"db.projects.find({status: {$regex: 'set', $options: 'i'}})",READ
Increase employee_id by 4803 in employees where salary equals 12318.56,UPDATE employees SET employee_id = employee_id + 4803 WHERE salary = '12318.56';,"db.employees.updateMany({salary: '12318.56'}, {$inc: {employee_id: 4803}})",UPDATE
Update products set stock_quantity to 64 where product_id is 377,UPDATE products SET stock_quantity = '64' WHERE product_id = '377';,"db.products.updateMany({product_id: '377'}, {$set: {stock_quantity: '64'}})",UPDATE
Count all employees,SELECT COUNT(*) FROM employees;,db.employees.countDocuments({}),READ
Delete all products,DELETE FROM products;,db.products.deleteMany({}),DELETE
"Insert a new product with product_id as 7170, product_name as Sara Nixon, category as Software","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (7170, 'Sara Nixon', 'Software', 53442.73, 2676, 'Cooley, Harris and Acosta');","db.products.insertOne({
  ""product_id"": 7170,
  ""product_name"": ""Sara Nixon"",
  ""category"": ""Software"",
  ""price"": 53442.73,
  ""stock_quantity"": 2676,
  ""supplier"": ""Cooley, Harris and Acosta""
})",CREATE
"Insert a new department with department_id as 8460, department_name as James Franklin, manager_id as 2039","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (8460, 'James Franklin', 2039, 39857.03, 'West Isaacmouth');","db.departments.insertOne({
  ""department_id"": 8460,
  ""department_name"": ""James Franklin"",
  ""manager_id"": 2039,
  ""budget"": 39857.03,
  ""location"": ""West Isaacmouth""
})",CREATE
Update departments set department_name to Brandy Reed where department_name is Paul Barnett,UPDATE departments SET department_name = 'Brandy Reed' WHERE department_name = 'Paul Barnett';,"db.departments.updateMany({department_name: 'Paul Barnett'}, {$set: {department_name: 'Brandy Reed'}})",UPDATE
"Insert a new project with project_id as 5464, project_name as Scott Wright, start_date as 2022-12-16","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (5464, 'Scott Wright', '2022-12-16', '2023-10-06', 78183.15, 'Cancelled');","db.projects.insertOne({
  ""project_id"": 5464,
  ""project_name"": ""Scott Wright"",
  ""start_date"": ""2022-12-16"",
  ""end_date"": ""2023-10-06"",
  ""budget"": 78183.15,
  ""status"": ""Cancelled""
})",CREATE
Increase price by 3444 in products where price equals 12829.34,UPDATE products SET price = price + 3444 WHERE price = '12829.34';,"db.products.updateMany({price: '12829.34'}, {$inc: {price: 3444}})",UPDATE
Delete departments with manager_id less than 6359,DELETE FROM departments WHERE manager_id < 6359;,db.departments.deleteMany({manager_id: {$lt: 6359}}),DELETE
Increase price by 3920 in products where product_name equals Claudia Kelly,UPDATE products SET price = price + 3920 WHERE product_name = 'Claudia Kelly';,"db.products.updateMany({product_name: 'Claudia Kelly'}, {$inc: {price: 3920}})",UPDATE
"Insert a new product with product_id as 6669, product_name as Douglas Ramirez, category as Electronics","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (6669, 'Douglas Ramirez', 'Electronics', 38916.53, 6157, 'Williams-Cunningham');","db.products.insertOne({
  ""product_id"": 6669,
  ""product_name"": ""Douglas Ramirez"",
  ""category"": ""Electronics"",
  ""price"": 38916.53,
  ""stock_quantity"": 6157,
  ""supplier"": ""Williams-Cunningham""
})",CREATE
Get all email from employees,SELECT email FROM employees;,"db.employees.find({}, {email: 1})",READ
Delete employees with salary less than 34201,DELETE FROM employees WHERE salary < 34201;,db.employees.deleteMany({salary: {$lt: 34201}}),DELETE
Show products with product_id greater than 11699,SELECT * FROM products WHERE product_id > 11699;,db.products.find({product_id: {$gt: 11699}}),READ
Remove projects where end_date is 2022-06-27,DELETE FROM projects WHERE end_date = '2022-06-27';,db.projects.deleteMany({end_date: '2022-06-27'}),DELETE
Increase price by 4971 in products where product_id equals 5067,UPDATE products SET price = price + 4971 WHERE product_id = '5067';,"db.products.updateMany({product_id: '5067'}, {$inc: {price: 4971}})",UPDATE
Remove employees where age is 8071,DELETE FROM employees WHERE age = '8071';,db.employees.deleteMany({age: '8071'}),DELETE
Delete all orders,DELETE FROM orders;,db.orders.deleteMany({}),DELETE
Show all employees,SELECT * FROM employees;,db.employees.find({}),READ
Find employees where salary is 78874.77,SELECT * FROM employees WHERE salary = '78874.77';,db.employees.find({salary: '78874.77'}),READ
Increase stock_quantity by 2831 in products where stock_quantity equals 5603,UPDATE products SET stock_quantity = stock_quantity + 2831 WHERE stock_quantity = '5603';,"db.products.updateMany({stock_quantity: '5603'}, {$inc: {stock_quantity: 2831}})",UPDATE
Show all products,SELECT * FROM products;,db.products.find({}),READ
"Insert a new product with product_id as 9556, product_name as Rebecca Nichols, category as Furniture","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (9556, 'Rebecca Nichols', 'Furniture', 61071.25, 3258, 'Lewis-Gomez');","db.products.insertOne({
  ""product_id"": 9556,
  ""product_name"": ""Rebecca Nichols"",
  ""category"": ""Furniture"",
  ""price"": 61071.25,
  ""stock_quantity"": 3258,
  ""supplier"": ""Lewis-Gomez""
})",CREATE
"Insert a new project with project_id as 8357, project_name as Terri Payne, start_date as 2023-11-01","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (8357, 'Terri Payne', '2023-11-01', '2022-05-26', 81827.38, 'Cancelled');","db.projects.insertOne({
  ""project_id"": 8357,
  ""project_name"": ""Terri Payne"",
  ""start_date"": ""2023-11-01"",
  ""end_date"": ""2022-05-26"",
  ""budget"": 81827.38,
  ""status"": ""Cancelled""
})",CREATE
Find orders where product_name contains whom,SELECT * FROM orders WHERE product_name LIKE '%whom%';,"db.orders.find({product_name: {$regex: 'whom', $options: 'i'}})",READ
Update orders set total_amount to 24402.76 where total_amount is 73819.99,UPDATE orders SET total_amount = '24402.76' WHERE total_amount = '73819.99';,"db.orders.updateMany({total_amount: '73819.99'}, {$set: {total_amount: '24402.76'}})",UPDATE
"Insert a new department with department_id as 3815, department_name as Pamela Kirby, manager_id as 9030","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (3815, 'Pamela Kirby', 9030, 68500.75, 'Olsonville');","db.departments.insertOne({
  ""department_id"": 3815,
  ""department_name"": ""Pamela Kirby"",
  ""manager_id"": 9030,
  ""budget"": 68500.75,
  ""location"": ""Olsonville""
})",CREATE
Show products with category greater than 87253,SELECT * FROM products WHERE category > 87253;,db.products.find({category: {$gt: 87253}}),READ
"Insert a new product with product_id as 856, product_name as Jessica Gilbert, category as Electronics","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (856, 'Jessica Gilbert', 'Electronics', 78649.69, 1742, 'Sanchez, Estrada and Prince');","db.products.insertOne({
  ""product_id"": 856,
  ""product_name"": ""Jessica Gilbert"",
  ""category"": ""Electronics"",
  ""price"": 78649.69,
  ""stock_quantity"": 1742,
  ""supplier"": ""Sanchez, Estrada and Prince""
})",CREATE
Update employees set salary to 31585.67 where employee_id is 2875,UPDATE employees SET salary = '31585.67' WHERE employee_id = '2875';,"db.employees.updateMany({employee_id: '2875'}, {$set: {salary: '31585.67'}})",UPDATE
Remove employees where department is Finance,DELETE FROM employees WHERE department = 'Finance';,db.employees.deleteMany({department: 'Finance'}),DELETE
Show projects with budget greater than 20105,SELECT * FROM projects WHERE budget > 20105;,db.projects.find({budget: {$gt: 20105}}),READ
"Insert a new project with project_id as 3656, project_name as Samantha Reyes, start_date as 2021-11-21","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (3656, 'Samantha Reyes', '2021-11-21', '2025-11-08', 71044.7, 'Pending');","db.projects.insertOne({
  ""project_id"": 3656,
  ""project_name"": ""Samantha Reyes"",
  ""start_date"": ""2021-11-21"",
  ""end_date"": ""2025-11-08"",
  ""budget"": 71044.7,
  ""status"": ""Pending""
})",CREATE
Change department_name to Melissa Gardner for all departments,UPDATE departments SET department_name = 'Melissa Gardner';,"db.departments.updateMany({}, {$set: {department_name: 'Melissa Gardner'}})",UPDATE
"Insert a new employee with employee_id as 6847, name as Ronald Reed, email as jennifer24@example.com","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (6847, 'Ronald Reed', 'jennifer24@example.com', 'Marketing', 11140.1, '2025-02-13', 6257);","db.employees.insertOne({
  ""employee_id"": 6847,
  ""name"": ""Ronald Reed"",
  ""email"": ""jennifer24@example.com"",
  ""department"": ""Marketing"",
  ""salary"": 11140.1,
  ""hire_date"": ""2025-02-13"",
  ""age"": 6257
})",CREATE
Change manager_id to 6018 for all departments,UPDATE departments SET manager_id = '6018';,"db.departments.updateMany({}, {$set: {manager_id: '6018'}})",UPDATE
"Insert a new order with order_id as 3712, customer_name as Matthew Sutton, product_name as Pamela Baker","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (3712, 'Matthew Sutton', 'Pamela Baker', 8042, '2024-06-26', 62125.25);","db.orders.insertOne({
  ""order_id"": 3712,
  ""customer_name"": ""Matthew Sutton"",
  ""product_name"": ""Pamela Baker"",
  ""quantity"": 8042,
  ""order_date"": ""2024-06-26"",
  ""total_amount"": 62125.25
})",CREATE
